"barcode","cas","prefix","name","description","container_size","size_unit","date_purchased","date_disposed","parent_location","location","haz_substance","un_number","dg_class_1","dg_class_2","dg_class_3","packing_group","schedule","supplier"
"100010068000","16881-77-9","","dimethoxy(methyl)silane",,25,"milliliter","2019-10-30 07:52:37",,"Fridge","Shelf 1 Box 1",True,"",,,,,,
"100010084300","93-02-7","2,5-","dimethoxybenzaldehyde",,25,"gram","2019-10-30 07:52:37",,"Harmful","H11",False,"",,,,,,
"100010084400","120-14-9","3,4-","dimethoxybenzaldehyde",,100,"gram","2019-10-30 07:52:37",,"Harmful","H11",False,"",,,,,,
"100010084401","120-14-9","3,4-","dimethoxybenzaldehyde",,100,"gram","2019-10-30 07:52:38",,"Harmful","H11",False,"",,,,,,
"100010106800","613-45-6","2,4-","dimethoxybenzaldehyde",,25,"gram","2019-10-30 07:52:38",,"Harmful","H4",True,"",,,,,,
"100010124300","7311-34-4","3,5-","dimethoxybenzaldehyde",,10,"gram","2019-10-30 07:52:39",,"Harmful","H9",True,"",,,,,,
"100010124302","7311-34-4","3,5-","dimethoxybenzaldehyde",,10,"gram","2019-10-30 07:52:39",,"Harmful","H9",True,"",,,,,,
"100010166000","120-14-9","3,4-","dimethoxybenzaldehyde",,100,"gram","2019-10-30 07:52:40",,"Harmful","H20",False,"",,,,,,
"100010084500","150-78-7","1,4-","dimethoxybenzene",,100,"gram","2019-10-30 07:52:40",,"Harmful","H11",True,"",,,,,,
"100010085500","151-10-0","1,3-","dimethoxybenzene",,100,"gram","2019-10-30 07:52:41",,"Harmful","H12",True,"",,,,,,
"100010106900","2024-83-1","3,4-","dimethoxybenzonitrile",,25,"gram","2019-10-30 07:52:41",,"Harmful","H4",False,"",,,,,,
"100010055600","93-03-8","3,4-","dimethoxybenzyl alcohol",,25,"gram","2019-10-30 07:52:42",,,"Freezer 1",True,"",,,,,,
"100010124400","33524-31-1","2,5-","dimethoxybenzyl alcohol",,10,"gram","2019-10-30 07:52:42",,"Harmful","H9",True,"",,,,,,
"100010107000","408492-26-2","2-(3,5-","dimethoxyphenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",,13,"gram","2019-10-30 07:52:43",,"Harmful","H4",False,"",,,,,,
"100010036300","77-76-9","2,2-","dimethoxypropane",,500,"milliliter","2019-10-30 07:52:43",,"Flammable liquid","Small Box 4",True,"","3",,,,,
"100010036301","77-76-9","2,2-","dimethoxypropane",,500,"milliliter","2019-10-30 07:52:44",,," Missing",True,"","3",,,,,
"100010107100","24599-58-4","2,5-","dimethoxytoluene",,10,"gram","2019-10-30 07:52:44",,"Harmful","H4",True,"",,,,,,
"100010107200","40615-36-9","4,4'-","dimethoxytrityl chloride",,5,"gram","2019-10-30 07:52:45",,"Harmful","H4",False,"",,,,,,
"100010023400","109-55-7","3-(","dimethyamino)-1-propylamine",,500,"milliliter","2019-10-30 07:52:45",,"Corrosive","Base 2",True,"2734","8","3",,"II",,
"100010072200","1830-54-2","","dimethyl 1,3-acetonedicarboxylate",,100,"gram","2019-10-30 07:52:46",,"Fridge","Shelf 3 Box 1",True,"",,,,,,
"100010015500","762-42-5","","dimethyl acetylenedicarboxylate",,100,"gram","2019-10-30 07:52:46",,"Corrosive","Acid Liquid 1",True,"3265","8",,,"II",,
"100010051700","14620-72-5","","dimethyl adipimidate dihydrochloride",,10,"gram","2019-10-30 07:52:47",,,"Freezer 1",True,"",,,,,,
"100010143700","79-44-7","","dimethyl carbamyl chloride",,100,"gram","2019-10-30 07:52:47",,"Toxic","TM3",True,"2262","8",,,"II",,
"100010076800","4525-33-1","","dimethyl dicarbonate",,25,"milliliter","2019-10-30 07:52:48",,"Fridge","Shelf 4 Box 1",True,"2927","6.1","8",,"II",,
"100010076801","4525-33-1","","dimethyl dicarbonate",,25,"milliliter","2019-10-30 07:52:48",,"Fridge","Shelf 4 Box 1",True,"2927","6.1","8",,"II",,
"100010143800","7101-31-7","","dimethyl diselenide",,5,"gram","2019-10-30 07:52:49",,"Toxic","TM3",True,"2929","6.1","3",,"II",,
"100010051800","58537-94-3","","dimethyl pimelimidate dihydrochloride",,5,"gram","2019-10-30 07:52:49",,,"Freezer 1",True,"",,,,,,
"100010051801","58537-94-3","","dimethyl pimelimidate dihydrochloride",,10,"gram","2019-10-30 07:52:50",,,"Freezer 1",True,"",,,,,,
"100010076900","513-81-5","2,3-","dimethyl-1-3-butadiene",,10,"gram","2019-10-30 07:52:50",,"Fridge","Shelf 4 Box 1",True,"3295","3",,,"II",,
"100010107400","86-56-6","N,N-","dimethyl-1-naphthylamine",,25,"milliliter","2019-10-30 07:52:51",,"Harmful","H4",True,"",,,,,,
"100010107401","86-56-6","N,N-","dimethyl-1-naphthylamine",,25,"milliliter","2019-10-30 07:52:51",,"Harmful","H4",True,"",,,,,,
"100010068900","14347-78-5","(R)-(-)-2,2-","dimethyl-1,3-dioxolane-4-methanol",,5,"gram","2019-10-30 07:52:52",,"Fridge","Shelf 2 Box 1",False,"",,,,,,
"100010101300","126-30-7","2,2-","dimethyl-1,3-propanediol",,500,"gram","2019-10-30 07:52:52",,"Harmful","H25",True,"",,,,,,
"100010092700","7226-23-5","1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",,500,"gram","2019-10-30 07:52:53",,"Harmful","H23",True,"",,,,,,
"100010092703","7226-23-5","1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",,100,"milliliter","2019-10-30 07:52:53",,"Harmful","H16",True,"",,,,,,
"100010099700","7226-23-5","1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",,500,"gram","2019-10-30 07:52:54",,"Harmful","H26",True,"",,,,,,
"100010099701","7226-23-5","1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",,500,"gram","2019-10-30 07:52:54",,," Missing",True,"",,,,,,
"100010099702","7226-23-5","1,3-","dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone (DMPU)",,500,"gram","2019-10-30 07:52:55",,," Missing",True,"",,,,,,
"100010150000","161265-03-8","9,9-","dimethyl-4,5-bis(diphenylphosphino)xanthene",,5,"gram","2019-10-30 07:52:55",,"Toxic","TS2",False,"",,,,,,
"100010150100","121-72-2","N,N-","dimethyl-m-toluidine",,25,"milliliter","2019-10-30 07:52:56",,"Toxic","TS2",True,"2810","6.1",,,"III",,
"100010036400","2083-91-2","N,N-","dimethyl-trimethylsilylamine",,50,"milliliter","2019-10-30 07:52:56",,"Flammable liquid","Small Box 4",True,"2711","3","8",,"II",,
"100010099900","127-19-5","N,N-","dimethylacetamide",,500,"milliliter","2019-10-30 07:52:57",,"Harmful","H26",True,"",,,,,,
"100010099901","127-19-5","N,N-","dimethylacetamide",,1,"liter","2019-10-30 07:52:57",,"Harmful","H26",True,"",,,,,,
"100010099902","127-19-5","N,N-","dimethylacetamide",,1,"liter","2019-10-30 07:52:57",,"Harmful","H26",True,"",,,,,,
"100010099903","127-19-5","N,N-","dimethylacetamide",,1,"liter","2019-10-30 07:52:58",,," Missing",True,"",,,,,,
"100010092800","89-74-7","2',4'-","dimethylacetophenone",,100,"gram","2019-10-30 07:52:58",,"Harmful","H16",False,"",,,,,,
"100010028900","1066-26-8","","sodium acetylide",,500,"gram","2019-10-30 07:52:59",,,"Dangerous when wet",True,"",,,,,,
"100010107600","84562-48-1","4-","dimethylamino-2-methoxybenzaldehyde",,5,"gram","2019-10-30 07:52:59",,"Harmful","H4",True,"",,,,,,
"100010007200","1199-59-3","4-","dimethylamino-2-methylbenzaldehyde",,0,"","2019-10-30 07:53:00",,," Missing",True,"","6",,,,,
"100010007201","1199-59-3","4-","dimethylamino-2-methylbenzaldehyde",,0,"","2019-10-30 07:53:00",,," Missing",True,"","6",,,,,
"100010084600","619-84-1","4-(","dimethylamino)benzoic acid",,100,"gram","2019-10-30 07:53:01",,"Harmful","H11",False,"",,,,,,
"100010084601","619-84-1","4-(","dimethylamino)benzoic acid",,100,"gram","2019-10-30 07:53:02",,"Harmful","H11",False,"",,,,,,
"100010107700","1197-19-9","4-(","dimethylamino)benzonitrile",,25,"gram","2019-10-30 07:53:02",,"Harmful","H4",False,"",,,,,,
"100010107800","99-07-0","3-(","dimethylamino)phenol",,25,"gram","2019-10-30 07:53:02",,"Harmful","H4",False,"",,,,,,
"100010107801","99-07-0","3-(","dimethylamino)phenol",,5,"gram","2019-10-30 07:53:03",,"Harmful","H4",False,"",,,,,,
"100010124100","100-10-7","4-","dimethylaminobenzaldehyde",,25,"gram","2019-10-30 07:53:03",,"Harmful","H8",True,"",,,,,,
"100010124101","100-10-7","4-","dimethylaminobenzaldehyde",,25,"gram","2019-10-30 07:53:04",,"Harmful","H8",True,"",,,,,,
"100010124102","100-10-7","4-","dimethylaminobenzaldehyde",,100,"gram","2019-10-30 07:53:05",,"Harmful","H16",True,"",,,,,,
"100010024900","108-01-0","2-","dimethylaminoethanol",,100,"milliliter","2019-10-30 07:53:05",,"Corrosive","Base 1",True,"2051","8","3",,"II",,
"100010108000","25952-53-8","1-(3-","dimethylaminopropyl)-3-ethylcarbodiimide hydrochloride",,10,"gram","2019-10-30 07:53:06",,"Harmful","H4",False,"",,,,,,
"100010144200","1122-58-3","4-","dimethylaminopyridine (DMAP)",,100,"gram","2019-10-30 07:53:06","2020-02-06 05:44:28.890887","Toxic","TM3",True,"2811","6.1",,,"III",,
"100010144201","1122-58-3","4-","dimethylaminopyridine (DMAP)",,100,"gram","2019-10-30 07:53:07",,"Toxic","TM3",True,"2811","6.1",,,"III",,
"100010144202","1122-58-3","4-","dimethylaminopyridine (DMAP)",,5,"gram","2019-10-30 07:53:07",,," Missing",True,"2811","6.1",,,"III",,
"100010144203","1122-58-3","4-","dimethylaminopyridine (DMAP)",,25,"gram","2019-10-30 07:53:08",,," Missing",True,"2811","6.1",,,"III",,
"100010166100","1122-58-3","4-","dimethylaminopyridine (DMAP)",,250,"gram","2019-10-30 07:53:08",,," Missing",True,"2811","6.1",,,"III",,
"100010166200","1122-58-3","4-","dimethylaminopyridine (DMAP)",,100,"gram","2019-10-30 07:53:09",,," Missing",True,"2811","6.1",,,"III",,
"100010166300","121-69-7","N,N-","dimethylaniline",,500,"milliliter","2019-10-30 07:53:09",,," Missing",True,"2253","6.1",,,"II",,
"100010139300","95-68-1","2,4-","dimethylaniline",,1,"liter","2019-10-30 07:53:10",,"Toxic","TL2",True,"","6.1",,,,,
"100010143900","95-78-3","2,5-","dimethylaniline",,100,"milliliter","2019-10-30 07:53:10",,"Toxic","TM3",True,"","6.1",,,,,
"100010166400","2944-49-2","2,3-","dimethylanisole",,25,"gram","2019-10-30 07:53:11",,"Harmful","H4",True,"",,,,,,
"100010122200","5973-71-7","3,4-","dimethylbenzaldehyde",,1,"gram","2019-10-30 07:53:11",,"Harmful","H8",True,"",,,,,,
"100010122300","5779-95-3","3,5-","dimethylbenzaldehyde",,5,"gram","2019-10-30 07:53:12",,"Harmful","H8",False,"",,,,,,
"100010122400","15764-16-6","2,4-","dimethylbenzaldehyde",,5,"gram","2019-10-30 07:53:12",,"Harmful","H8",False,"",,,,,,
"100010015600","1070-83-3","3,3-","dimethylbutyric acid",,25,"gram","2019-10-30 07:53:13",,"Corrosive","Acid Liquid 2",True,"3265","8",,,"II",,
"100010025000","110-70-3","N,N'-","dimethylethylenediamine",,5,"gram","2019-10-30 07:53:13",,"Corrosive","Base 1",True,"","8","3",,,,
"100010025001","110-70-3","N,N'-","dimethylethylenediamine",,5,"gram","2019-10-30 07:53:14",,"Corrosive","Base 1",True,"","8","3",,,,
"100010025002","110-70-3","N,N'-","dimethylethylenediamine",,5,"gram","2019-10-30 07:53:14",,," Missing",True,"","8","3",,,,
"100010025003","110-70-3","N,N'-","dimethylethylenediamine",,25,"gram","2019-10-30 07:53:15",,"Corrosive","Base 1",True,"","8","3",,,,
"100010036500","4637-24-5","N,N-","dimethylformamide dimethyl acetal",,50,"milliliter","2019-10-30 07:53:15",,," Missing",True,"",,,,,,
"100010072300","57-14-7","N,N-","dimethylhydrazine",,5,"gram","2019-10-30 07:53:16",,"Fridge","Shelf 3 Box 1",True,"1163","6.1","3",,"I",,
"100010166600","1739-84-0","1,2-","dimethylimidazole",,500,"gram","2019-10-30 07:53:16",,"Corrosive","Base 3",True,"",,,,,,
"100010025100","6485-55-8","cis-2,6-","dimethylmorpholine",,25,"gram","2019-10-30 07:53:17",,"Corrosive","Base 1",True,"2734","8",,,"II",,
"100010084700","105-67-9","2,4-","dimethylphenol",,100,"milliliter","2019-10-30 07:53:17",,"Toxic","TS2",False,"",,,,,,
"100010108100","67-51-6","3,5-","dimethylpyrazole",,25,"gram","2019-10-30 07:53:18",,"Harmful","H4",True,"",,,,,,
"100010108101","67-51-6","3,5-","dimethylpyrazole",,100,"gram","2019-10-30 07:53:18",,"Harmful","H4",True,"",,,,,,
"100010029000","16940-66-2","","sodium borohydride",,100,"gram","2019-10-30 07:53:19",,,"Dangerous when wet",True,"","4.3",,,,,
"100010029001","16940-66-2","","sodium borohydride",,100,"gram","2019-10-30 07:53:19",,,"Dangerous when wet",True,"","4.3",,,,,
"100010036600","638-02-8","2,5-","dimethylthiophene",,25,"gram","2019-10-30 07:53:20",,"Flammable liquid","Small Box 4",True,"1993","3",,,"III",,
"100010036601","638-02-8","2,5-","dimethylthiophene",,25,"gram","2019-10-30 07:53:20",,"Flammable liquid","Small Box 1",True,"1993","3",,,"III",,
"100010150200","606-22-4","2,6-","dinitroaniline",,10,"gram","2019-10-30 07:53:21",,"Toxic","TS2",True,"1596","6.1",,,"II",,
"100010150300","610-41-3","3,4-","dinitroaniline",,5,"gram","2019-10-30 07:53:21",,"Toxic","TS2",True,"1596","6.1",,,"II",,
"100010150301","610-41-3","3,4-","dinitroaniline",,5,"gram","2019-10-30 07:53:21",,," Missing",True,"1596","6.1",,,"II",,
"100010015700","99-34-3","3,5-","dinitrobenzoic acid",,250,"gram","2019-10-30 07:53:22",,"Flammable solid","Box 2",False,"",,,,,,
"100010084800","99-34-3","3,5-","dinitrobenzoic acid",,250,"gram","2019-10-30 07:53:22",,"Flammable solid","Box 2",False,"",,,,,,
"100010084801","99-34-3","3,5-","dinitrobenzoic acid",,250,"gram","2019-10-30 07:53:23",,"Flammable solid","Box 2",False,"",,,,,,
"100010108200","610-30-0","2,4-","dinitrobenzoic acid",,25,"gram","2019-10-30 07:53:23",,"Harmful","H4",True,"",,,,,,
"100010108900","528-45-0","3,4-","dinitrobenzoic acid",,1,"gram","2019-10-30 07:53:24",,"Harmful","H4",True,"",,,,,,
"100010108901","528-45-0","3,4-","dinitrobenzoic acid",,1,"gram","2019-10-30 07:53:24",,"Harmful","H4",True,"",,,,,,
"100010108902","528-45-0","3,4-","dinitrobenzoic acid",,1,"gram","2019-10-30 07:53:25",,"Harmful","H4",True,"",,,,,,
"100010029002","16940-66-2","","sodium borohydride",,100,"gram","2019-10-30 07:53:25",,,"Dangerous when wet",True,"","4.3",,,,,
"100010108300","1072-53-3","1,3,2-","dioxathiolane-2,2-dioxide",,5,"gram","2019-10-30 07:53:26",,"Harmful","H4",True,"",,,,,,
"100010108301","1072-53-3","1,3,2-","dioxathiolane-2,2-dioxide",,5,"gram","2019-10-30 07:53:26",,"Harmful","H4",True,"",,,,,,
"100010085000","2524-64-3","","diphenyl chlorophosphate",,100,"gram","2019-10-30 07:53:27",,"Corrosive","Acid Liquid 2",True,"",,,,,,
"100010150400","1666-13-3","","diphenyl diselenide",,25,"gram","2019-10-30 07:53:27",,," Missing",True,"3283","6.1",,,"II",,
"100010150401","1666-13-3","","diphenyl diselenide",,25,"gram","2019-10-30 07:53:28",,," Missing",True,"3283","6.1",,,"II",,
"100010150402","1666-13-3","","diphenyl diselenide",,25,"gram","2019-10-30 07:53:28",,"Toxic","TS2",True,"3283","6.1",,,"II",,
"100010166900","1666-13-3","","diphenyl diselenide",,30,"gram","2019-10-30 07:53:29",,," Missing",True,"3283","6.1",,,"II",,
"100010167000","1666-13-3","","diphenyl diselenide",,25,"gram","2019-10-30 07:53:29",,," Missing",True,"3283","6.1",,,"II",,
"100010092900","117-34-0","","diphenylacetic acid",,100,"gram","2019-10-30 07:53:30",,"Harmful","H16",True,"",,,,,,
"100010108500","102-04-5","1,3-","diphenylacetone",,25,"gram","2019-10-30 07:53:30",,"Harmful","H4",False,"",,,,,,
"100010108700","886-38-4","","diphenylcyclopropenone",,5,"gram","2019-10-30 07:53:31",,"Harmful","H4",True,"",,,,,,
"100010077000","530-48-3","1,1-","diphenylethylene",,10,"gram","2019-10-30 07:53:31",,"Fridge","Shelf 4 Box 1",False,"",,,,,,
"100010077001","530-48-3","1,1-","diphenylethylene",,25,"gram","2019-10-30 07:53:32",,,"Freezer 1",False,"",,,,,,
"100010167300","1613-66-7","","diphenylgermanium dichloride",,5,"gram","2019-10-30 07:53:32",,"Corrosive","Acid Liquid 1",True,"3265","8",,,"III",,
"100010051900","3066-44-2","","diphenylmethyl isocyanate",,1,"gram","2019-10-30 07:53:33",,,"Freezer 1",True,"",,,,,,
"100010101600","501-65-5","","diphenylsilane",,25,"gram","2019-10-30 07:53:33",,," Missing",True,"",,,,,,
"100010167500","1135-99-5","","diphenyltin dichloride",,25,"gram","2019-10-30 07:53:34",,"Toxic","TS2",True,"3146","6.1",,,"III",,
"100010144300","366-18-7","2,2'-","bipyridyl",,10,"gram","2019-10-30 07:53:34",,"Toxic","TS2",True,"","6.1",,,,,
"100010144301","366-18-7","2,2'-","bipyridyl",,100,"gram","2019-10-30 07:53:35",,"Toxic","TM3",True,"","6.1",,,,,
"100010167600","366-18-7","2,2'-","bipyridyl",,25,"gram","2019-10-30 07:53:35",,," Missing",True,"","6.1",,,,,
"100010007400","23353-11-9","1,2,5-","dithiazepane hydrochloride salt",,1.9,"gram","2019-10-30 07:53:36",,"Harmful","H18",False,"",,,,,,
"100010122500","69-78-3","5,5'-","dithiobis(2-nitrobenzoic acid)",,5,"gram","2019-10-30 07:53:36",,"Harmful","H8",True,"",,,,,,
"100010122600","79-40-3","","dithiooxiamide",,25,"gram","2019-10-30 07:53:37",,"Harmful","H8",True,"",,,,,,
"100010167700","3483-12-3","","dithiothreitol",,5,"gram","2019-10-30 07:53:37",,"Fridge","Shelf 2 Box 1",True,"3335","9",,,"III",,
"100010077100","27565-41-9","","dithiothreitol",,5,"gram","2019-10-30 07:53:38",,"Fridge","Shelf 4 Box 1",True,"3335","9",,,,,
"100010077101","27565-41-9","","dithiothreitol",,5,"gram","2019-10-30 07:53:38",,"Fridge","Shelf 4 Box 1",True,"3335","9",,,,,
"100010029003","16940-66-2","","sodium borohydride",,100,"gram","2019-10-30 07:53:39",,,"Dangerous when wet",True,"","4.3",,,,,
"100010025200","124-22-1","","dodecylamine",,5,"milliliter","2019-10-30 07:53:39",,"Corrosive","Base 1",True,"3259","8",,,"II",,
"100010029004","16940-66-2","","sodium borohydride",,25,"gram","2019-10-30 07:53:40",,,"Dangerous when wet",True,"","4.3",,,,,
"100010052100","9015-85-4","","Escherichia coli D ligase (10mM solution)",,25,"microliter","2019-10-30 07:53:40",,,"Freezer 1",False,"",,,,,,
"100010085600","107-21-1","","ethanediol",,500,"milliliter","2019-10-30 07:53:41",,"Harmful","H12",True,"",,,,,,
"100010085601","107-21-1","","ethanediol",,500,"milliliter","2019-10-30 07:53:41",,"Harmful","H12",True,"",,,,,,
"100010085602","107-21-1","","ethanediol",,500,"milliliter","2019-10-30 07:53:42","2021-03-05 04:55:08.366751","Harmful","H12",True,"",,,,,,
"100010057300","540-63-6","1,2-","ethanedithiol",,25,"milliliter","2019-10-30 07:53:42",,,"Freezer 1",True,"3071","6.1","3",,"II",,
"100010007500","1516-08-1","","ethanol-d",,50,"milliliter","2019-10-30 07:53:43",,," Missing",True,"","3",,,,,
"100010025300","141-43-5","","ethanolamine",,25,"milliliter","2019-10-30 07:53:43",,"Corrosive","Base 2",True,"2491","8",,,"III",,
"100010109000","10031-82-0","4-","ethoxybenzaldehyde",,25,"gram","2019-10-30 07:53:44",,"Harmful","H5",False,"",,,,,,
"100010109001","10031-82-0","4-","ethoxybenzaldehyde",,25,"gram","2019-10-30 07:53:44",,"Harmful","H5",False,"",,,,,,
"100010167800","25542-62-5","","ethyl 6-bromohexanoate",,100,"gram","2019-10-30 07:53:45",,"Flammable liquid","Small Box 3",True,"3272","3",,,"III",,
"100010167801","25542-62-5","","ethyl 6-bromohexanoate",,100,"gram","2019-10-30 07:53:45",,"Flammable liquid","Small Box 4",True,"3272","3",,,"III",,
"100010085700","2208-07-3","","ethyl acetimidate hydrochloride",,50,"gram","2019-10-30 07:53:46",,"Harmful","H12",True,"",,,,,,
"100010085800","141-97-9","","ethyl acetoacetate",,500,"milliliter","2019-10-30 07:53:46",,"Harmful","H12",False,"",,,,,,
"100010144400","105-36-2","","ethyl bromoacetate",,50,"milliliter","2019-10-30 07:53:47",,"Toxic","TM4",True,"1603","6.1","3",,"II",,
"100010144500","541-41-3","","ethyl chloroformate",,250,"milliliter","2019-10-30 07:53:47",,"Toxic","TM4",True,"1182","6.1","3",,"I",,
"100010069000","623-73-4","","ethyl diazoacetate",,25,"milliliter","2019-10-30 07:53:48",,"Fridge","Shelf 2 Box 1",True,"1993","3",,,"III",,
"100010036800","109-94-4","","ethyl formate",,500,"milliliter","2019-10-30 07:53:49",,," Missing",True,"",,,,,,
"100010036900","539-88-8","","ethyl levulinate",,100,"gram","2019-10-30 07:53:49",,"Flammable liquid","Small Box 3",False,"",,,,,,
"100010037000","78-93-3","","ethyl methyl ketone",,500,"milliliter","2019-10-30 07:53:50",,"Flammable liquid","Small Box 4",True,"","3",,,,,
"100010052200","10576-12-2","","ethyl N-hydroxyacetimidate",,10,"gram","2019-10-30 07:53:50",,,"Freezer 1",True,"",,,,,,
"100010109100","626-75-7","","ethyl nitroacetate",,25,"gram","2019-10-30 07:53:51",,"Harmful","H5",False,"",,,,,,
"100010037100","383-63-1","","ethyl trifluoroacetate",,25,"gram","2019-10-30 07:53:51",,"Flammable liquid","Small Box 4",True,"1993","3",,,"II",,
"100010037101","383-63-1","","ethyl trifluoroacetate",,25,"gram","2019-10-30 07:53:52",,," Missing",True,"1993","3",,,"II",,
"100010052300","768-59-2","4-","ethylbenzyl alcohol",,1,"gram","2019-10-30 07:53:52",,,"Freezer 1",False,"",,,,,,
"100010037200","7087-68-5","N,N-","diisopropylethylamine",,100,"milliliter","2019-10-30 07:53:53",,"Flammable liquid","Small Box 4",True,"2733","3","8",,"II",,
"100010072400","420-12-2","","ethylene sulfide",,25,"gram","2019-10-30 07:53:53",,"Fridge","Shelf 3 Box 1",True,"1992","3","6.1",,"II",,
"100010029005","16940-66-2","","sodium borohydride",,10,"gram","2019-10-30 07:53:54",,,"Dangerous when wet",True,"","4.3",,,,,
"100010077200","126213-50-1","3,4-","ethylenedioxythiophene",,10,"gram","2019-10-30 07:53:54",,"Fridge","Shelf 4 Box 1",True,"2810","6.1",,,"III",,
"100010085900","50448-95-8","2-","ethylhexyl 3-mercaptoproprionate",,500,"milliliter","2019-10-30 07:53:55",,"Harmful","H12",True,"3334","9",,,,,
"100010072500","18908-66-2","2-","ethylhexyl bromide",,500,"gram","2019-10-30 07:53:55",,"Fridge","Shelf 3 Box 1",False,"",,,,,,
"100010072501","18908-66-2","2-","ethylhexyl bromide",,500,"gram","2019-10-30 07:53:56",,"Fridge","Shelf 3 Box 1",False,"",,,,,,
"100010072502","18908-66-2","2-","ethylhexyl bromide",,10,"gram","2019-10-30 07:53:56",,"Fridge","Shelf 3 Box 1",False,"",,,,,,
"100010072503","18908-66-2","2-","ethylhexyl bromide",,10,"gram","2019-10-30 07:53:57",,"Fridge","Shelf 3 Box 1",False,"",,,,,,
"100010072504","18908-66-2","2-","ethylhexyl bromide",,10,"gram","2019-10-30 07:53:57",,"Fridge","Shelf 3 Box 1",False,"",,,,,,
"100010064300","2386-64-3","","ethylmagnesium chloride",,100,"milliliter","2019-10-30 07:53:58",,"Fridge","Door",True,"3399","4.3","3",,"I",,
"100010064301","2386-64-3","","ethylmagnesium chloride",,100,"milliliter","2019-10-30 07:53:58",,"Fridge","Door",True,"3399","4.3","3",,"I",,
"100010064400","2386-64-3","","ethylmagnesium chloride",,100,"milliliter","2019-10-30 07:53:59",,"Fridge","Door",True,"3399","4.3","3",,"I",,
"100010069100","145060-63-5","1-","ethylpiperidine hypophosphite",,25,"gram","2019-10-30 07:53:59",,"Fridge","Shelf 2 Box 1",True,"1325","4.1",,,"II",,
"100010029100","7646-69-7","","sodium hydride",,100,"gram","2019-10-30 07:53:59",,,"Dangerous when wet",True,"1427","4.3",,,"I",,
"100010071000","4301-14-8","","ethynylmagnesium bromide",,100,"milliliter","2019-10-30 07:54:00",,"Fridge","Shelf 2 Box 1",True,"3399","4.3","3",,"II",,
"100010071001","4301-14-8","","ethynylmagnesium bromide",,100,"milliliter","2019-10-30 07:54:00",,"Fridge","Shelf 2 Box 2",True,"3399","4.3","3",,"II",,
"100010072600","2510-22-7","4-","ethynylpyridine",,5,"gram","2019-10-30 07:54:01",,"Fridge","Shelf 3 Box 1",True,"",,,,,,
"100010077300","1945-84-2","2-","ethynylpyridine",,5,"gram","2019-10-30 07:54:01",,"Fridge","Shelf 4 Box 1",True,"",,,,,,
"100010029101","7646-69-7","","sodium hydride",,100,"gram","2019-10-30 07:54:02",,,"Dangerous when wet",True,"1427","4.3",,,"I",,
"100010052400","13058-4-3","","farnesyl pyrophosphate ammonium salt",,200,"microgram","2019-10-30 07:54:02",,,"Freezer 1",True,"1230","3","6.1",,"II",,
"100010052401","13058-4-3","","farnesyl pyrophosphate ammonium salt",,200,"microgram","2019-10-30 07:54:03",,,"Freezer 1",True,"1230","3","6.1",,"II",,
"100010052402","13058-4-3","","farnesyl pyrophosphate ammonium salt",,200,"microgram","2019-10-30 07:54:03",,,"Freezer 1",True,"1230","3","6.1",,"II",,
"100010052403","13058-4-3","","farnesyl pyrophosphate ammonium salt",,200,"microgram","2019-10-30 07:54:04",,,"Freezer 1",True,"1230","3","6.1",,"II",,
"100010052404","13058-4-3","","farnesyl pyrophosphate ammonium salt",,200,"microgram","2019-10-30 07:54:05",,,"Freezer 1",True,"1230","3","6.1",,"II",,
"100010015800","7705-08-0","","ferric chloride anhydrous",,500,"gram","2019-10-30 07:54:05",,"Corrosive","Acid Solid 3",True,"1773","8",,,"III",,
"100010029102","7646-69-7","","sodium hydride",,100,"gram","2019-10-30 07:54:06",,,"Dangerous when wet",True,"1427","4.3",,,"I",,
"100010029200","7646-69-7","","sodium hydride",,500,"gram","2019-10-30 07:54:06",,,"Dangerous when wet",True,"1427","4.3",,,"I",,
"100010015900","7758-94-3","","ferrous chloride tetrahydrate",,500,"gram","2019-10-30 07:54:07",,"Corrosive","Acid Solid 4",True,"3260","8",,,"III",,
"100010172800","7646-69-7","","sodium hydride",,100,"gram","2019-10-30 07:54:07",,,"Dangerous when wet",True,"1427","4.3",,,"I",,
"100010077400","24324-17-2","9-","fluorenemethanol",,10,"gram","2019-10-30 07:54:08",,"Fridge","Shelf 4 Box 1",False,"",,,,,,
"100010122700","364-78-3","4-","fluoro-2-nitroaniline",,25,"gram","2019-10-30 07:54:08",,"Harmful","H8",True,"",,,,,,
"100010144600","2369-11-1","5-","fluoro-2-nitroaniline",,50,"gram","2019-10-30 07:54:09",,"Toxic","TM4",True,"2811","6.1",,,"III",,
"100010168100","1493-27-2","1-","fluoro-2-nitrobenzene",,10,"gram","2019-10-30 07:54:09",,,"Freezer 1",True,"",,,,,,
"100010052500","1493-27-2","1-","fluoro-2-nitrobenzene",,10,"gram","2019-10-30 07:54:10",,,"Freezer 1 Box 5",True,"",,,,,,
