"barcode","cas","prefix","name","description","container_size","size_unit","date_purchased","date_disposed","parent_location","location","haz_substance","un_number","dg_class_1","dg_class_2","dg_class_3","packing_group","schedule","supplier"
"100010079600","82-86-0","","acenaphthenequinone",,25,"gram","2019-10-30 07:46:23",,"Harmful","H1",True,"",,,,,,
"100010079700","122-85-0","4-","acetamidobenzaldehyde",,10,"gram","2019-10-30 07:46:23",,"Harmful","H1",False,"",,,,,,
"100010079701","122-85-0","4-","acetamidobenzaldehyde",,10,"gram","2019-10-30 07:46:24",,"Harmful","H1",False,"",,,,,,
"100010079702","122-85-0","4-","acetamidobenzaldehyde",,10,"gram","2019-10-30 07:46:24",,"Harmful","H1",False,"",,,,,,
"100010013000","64-19-7","","acetic acid (glacial)",,2.5,"liter","2019-10-30 07:46:25",,"Corrosive","Acid Liquid 1",True,"2789","8","3",,"II",,
"100010013001","64-19-7","","acetic acid (glacial)",,500,"milliliter","2019-10-30 07:46:25",,"Corrosive","Acid Liquid 2",True,"2789","8","3",,"II",,
"100010001300","9004-35-7","","acetylated cellulose for TLC",,500,"gram","2019-10-30 07:46:26",,," Chromatography and filtration aids",False,"",,,,,,
"100010001301","9004-35-7","","acetylated cellulose for TLC",,500,"gram","2019-10-30 07:46:26",,," Chromatography and filtration aids",False,"",,,,,,
"100010001400","1344-28-1","","aluminium oxide (acidic)",,450,"gram","2019-10-30 07:46:27",,," Chromatography and filtration aids",False,"",,,,,,
"100010013200","108-24-7","","acetic anhydride",,500,"milliliter","2019-10-30 07:46:27",,"Corrosive","Acid Liquid 2",True,"1715","8","3",,"II",,
"100010013201","108-24-7","","acetic anhydride",,2.5,"liter","2019-10-30 07:46:28",,," Missing",True,"1715","8","3",,"II",,
"100010001500","1344-28-1","","aluminium oxide (acidic)",,1,"kilogram","2019-10-30 07:46:28",,," Chromatography and filtration aids",False,"",,,,,,
"100010001600","1344-28-1","","aluminium oxide (acidic)",,500,"gram","2019-10-30 07:46:29",,," Chromatography and filtration aids",False,"",,,,,,
"100010079800","878-00-2","4-","acetoxybenzaldehyde",,1,"gram","2019-10-30 07:46:29",,"Harmful","H1",False,"",,,,,,
"100010159600","878-00-2","4-","acetoxybenzaldehyde",,5,"milliliter","2019-10-30 07:46:30",,," Missing",False,"",,,,,,
"100010065800","75-36-5","","acetyl chloride",,100,"milliliter","2019-10-30 07:46:30",,"Fridge","Shelf 1 Box 1",True,"1717","3","8",,"II",,
"100010065801","75-36-5","","acetyl chloride",,250,"milliliter","2019-10-30 07:46:31",,"Fridge","Shelf 1 Box 1",True,"1717","3","8",,"II",,
"100010159700","42877-08-7","2","acetyl-3-bromo thiophene",,5,"gram","2019-10-30 07:46:31",,,"Freezer 1",True,"",,,,,,
"100010068100","6607-96-1","N-(4-","acetyl-5-hydroxy-2-nitrophenyl)acetamide",,1,"gram","2019-10-30 07:46:32",,"Fridge","Shelf 2 Box 1",True,"",,,,,,
"100010068200","616-91-1","N-","acetyl-L-cysteine",,10,"gram","2019-10-30 07:46:32",,"Fridge","Shelf 2 Box 1",False,"",,,,,,
"100010001700","1344-28-1","","aluminium oxide (acidic)",,1,"kilogram","2019-10-30 07:46:32",,," Chromatography and filtration aids",False,"",,,,,,
"100010001701","1344-28-1","","aluminium oxide (acidic)",,1,"kilogram","2019-10-30 07:46:33",,," Chromatography and filtration aids",False,"",,,,,,
"100010119500","3457-45-2","4-","acetylbenzaldehyde",,1,"gram","2019-10-30 07:46:33",,"Harmful","H8",True,"",,,,,,
"100010074900","142-45-0","","acetylenedicarboxylic acid",,25,"gram","2019-10-30 07:46:34",,"Fridge","Shelf 4 Box 1",True,"2811","6.1",,,"III",,
"100010079901","1122-62-9","2-","acetylpyridine",,100,"gram","2019-10-30 07:46:34",,"Harmful","H1",True,"",,,,,,
"100010140800","350-03-8","3-","acetylpyridine",,100,"gram","2019-10-30 07:46:35",,"Toxic","TM1",True,"2810","6.1",,,"III",,
"100010013300","79-10-7","","acrylic acid",,500,"gram","2019-10-30 07:46:35",,," Missing",True,"2218","8","3",,"II",,
"100010013301","79-10-7","","acrylic acid",,100,"gram","2019-10-30 07:46:36",,"Corrosive","Acid Liquid 1",True,"2218","8","3",,"II",,
"100010080000","700-57-2","2-","adamantanol",,5,"gram","2019-10-30 07:46:36",,"Harmful","H1",True,"",,,,,,
"100010119600","768-95-6","1-","adamantanol",,5,"gram","2019-10-30 07:46:37",,"Harmful","H8",False,"",,,,,,
"100010081501","700-58-3","2-","adamantanone",,100,"gram","2019-10-30 07:46:37",,"Harmful","H10",True,"",,,,,,
"100010054500","58-61-7","","adenosine",,1,"gram","2019-10-30 07:46:38",,,"Freezer 1",False,"",,,,,,
"100010013400","111-50-2","","adipoyl chloride",,25,"gram","2019-10-30 07:46:38",,"Corrosive","Acid Liquid 1",True,"","3",,,,,
"100010062800","78-67-1","","AIBN",,500,"gram","2019-10-30 07:46:39",,,"Freezer 1",True,"3234","4.1",,,,,
"100010075000","78-67-1","","AIBN",,10,"gram","2019-10-30 07:46:39",,"Fridge","Shelf 4 Box 1",True,"3234","4.1",,,,,
"100010075001","78-67-1","","AIBN",,9,"gram","2019-10-30 07:46:40",,"Fridge","Shelf 4 Box 1",True,"3234","4.1",,,,,
"100010075002","78-67-1","","AIBN",,9,"gram","2019-10-30 07:46:40",,"Fridge","Shelf 4 Box 1",True,"3234","4.1",,,,,
"100010160100","78-67-1","","AIBN",,50,"gram","2019-10-30 07:46:41",,,"Freezer 1",True,"3234","4.1",,,,,
"100010061000","338-69-2","D-","alanine",,25,"gram","2019-10-30 07:46:41",,,"Freezer 1",False,"",,,,,,
"100010119700","107-95-9","b-","alanine",,25,"gram","2019-10-30 07:46:42",,"Harmful","H8",True,"",,,,,,
"100010119701","107-95-9","b-","alanine",,25,"gram","2019-10-30 07:46:42",,"Harmful","H8",True,"",,,,,,
"100010059300","2127-03-9","","aldrithiol-2",,5,"gram","2019-10-30 07:46:43",,,"Freezer 1",True,"3335","9",,,,,
"100010032600","106-95-6","","allyl bromide",,250,"milliliter","2019-10-30 07:46:43",,," Missing",True,"1099","3",,,"I",,
"100010032700","35466-83-2","","allyl methyl carbonate",,50,"milliliter","2019-10-30 07:46:44",,," Missing",True,"3272","3",,,"III",,
"100010032701","35466-83-2","","allyl methyl carbonate",,25,"milliliter","2019-10-30 07:46:44",,"Flammable liquid","Small Box 1",True,"3272","3",,,"III",,
"100010001702","1344-28-1","","aluminium oxide (acidic)",,500,"gram","2019-10-30 07:46:45",,," Chromatography and filtration aids",False,"",,,,,,
"100010032800","111-45-5","2-","allyloxyethanol",,250,"milliliter","2019-10-30 07:46:45",,"Flammable liquid","Small Box 2",True,"",,,,,,
"100010075100","107-37-9","","allyltrichlorosilane",,5,"gram","2019-10-30 07:46:46",,"Fridge","Shelf 4 Box 1",True,"1724","8","3",,"II",,
"100010075101","107-37-9","","allyltrichlorosilane",,5,"gram","2019-10-30 07:46:46",,"Fridge","Shelf 4 Box 1",True,"1724","8","3",,"II",,
"100010075200","24400-84-8","","allyltriisopropylsilane",,10,"gram","2019-10-30 07:46:47",,"Fridge","Shelf 4 Box 1",True,"",,,,,,
"100010075300","2551-83-9","","allyltrimethoxysilane",,5,"milliliter","2019-10-30 07:46:47",,"Fridge","Shelf 4 Box 1",True,"1993","3",,,"III",,
"100010065900","762-72-1","","allyltrimethyl silane",,10,"gram","2019-10-30 07:46:48",,"Fridge","Shelf 1 Box 1",True,"",,,,,,
"100010119800","18752-21-1","","allyltriphenylsilane",,5,"gram","2019-10-30 07:46:48",,"Harmful","H8",False,"",,,,,,
"100010119801","18752-21-1","","allyltriphenylsilane",,5,"gram","2019-10-30 07:46:49",,"Harmful","H8",False,"",,,,,,
"100010013500","7446-70-0","","aluminium chloride",,500,"gram","2019-10-30 07:46:49",,"Corrosive","Acid Solid 3",True,"1726","8",,,"II",,
"100010159800","7446-70-0","","aluminium chloride",,500,"gram","2019-10-30 07:46:50",,," Missing",True,"1726","8",,,"II",,
"100010001800","1344-28-1","","aluminium oxide (acidic)",,500,"gram","2019-10-30 07:46:50",,," Chromatography and filtration aids",False,"",,,,,,
"100010001900","68855-54-9","","celite 545",,1,"kilogram","2019-10-30 07:46:51",,," Chromatography and filtration aids",False,"",,,,,,
"100010002000","9004-34-6","","cellulose MN 300 for TLC",,500,"gram","2019-10-30 07:46:51",,," Chromatography and filtration aids",False,"",,,,,,
"100010002100","7440-44-0","","charcoal",,500,"gram","2019-10-30 07:46:51",,," Chromatography and filtration aids",False,"",,,,,,
"100010002101","7440-44-0","","charcoal",,500,"gram","2019-10-30 07:46:52",,," Chromatography and filtration aids",False,"",,,,,,
"100010002200","1343-88-0","","florisil",,250,"gram","2019-10-30 07:46:52",,," Chromatography and filtration aids",False,"",,,,,,
"100010002300","37199-22-7","","ion-exchange resin AG 50W-X4 (H)",,500,"gram","2019-10-30 07:46:53",,," Chromatography and filtration aids",False,"",,,,,,
"100010002400","69011-20-7","","ion-exchange resin Dowex 50-X8 (Na)",,500,"gram","2019-10-30 07:46:53",,," Chromatography and filtration aids",False,"",,,,,,
"100010002500","63428-84-2","","polyamide SC6",,500,"gram","2019-10-30 07:46:54",,," Chromatography and filtration aids",False,"",,,,,,
"100010002600","112926-00-8","","silica gel",,500,"gram","2019-10-30 07:46:54",,," Chromatography and filtration aids",False,"",,,,,,
"100010002700","112926-00-8","","silica gel",,500,"gram","2019-10-30 07:46:55",,," Chromatography and filtration aids",False,"",,,,,,
"100010098700","39389-20-3","","amberlyst-15",,500,"gram","2019-10-30 07:46:55",,," Chromatography and filtration aids",False,"",,,,,,
"100010080100","7568-93-6","2-","amino-1-phenylethanol",,10,"gram","2019-10-30 07:46:56",,"Harmful","H1",True,"",,,,,,
"100010080200","304655-78-5","3-","amino-1,2,4-triazole-5-carboxylic acid hydrate",,25,"gram","2019-10-30 07:46:56",,"Harmful","H1",False,"",,,,,,
"100010003600","2604-39-9","4-","amino-2-chloro-5-nitropyridine",,2,"gram","2019-10-30 07:46:57",,"Harmful","H18",False,"",,,,,,
"100010147200","55338-73-3","5-","amino-2-cyanopyridine",,25,"gram","2019-10-30 07:46:58",,"Toxic","TS1",True,"","6.1",,,,,
"100010147300","53312-81-5","5-","amino-2-fluorobenzonitrile",,5,"gram","2019-10-30 07:46:58",,"Toxic","TS1",True,"","6.1",,,,,
"100010080300","13269-19-7","3-","amino-2-nitropyridine",,5,"gram","2019-10-30 07:46:59",,"Harmful","H1",True,"",,,,,,
"100010024000","36768-62-4","4-","amino-2,2,6,6-tetramethylpiperidine",,5,"gram","2019-10-30 07:46:59",,"Corrosive","Base 1",True,"2735","8",,,"III",,
"100010063700","2897-43-0","4-","amino-2,6-dichloro-3-nitropyridine",,5,"gram","2019-10-30 07:46:59",,"Fridge","Door",False,"",,,,,,
"100010157900","220353-22-0","4-","amino-2,6-difluorophenol HCl",,1,"gram","2019-10-30 07:47:00",,"Harmful","H1",False,"",,,,,,
"100010157901","220353-22-0","4-","amino-2,6-difluorophenol HCl",,1,"gram","2019-10-30 07:47:00",,"Harmful","H1",False,"",,,,,,
"100010140900","63069-50-1","4-","amino-3-fluorobenzonitrile",,25,"gram","2019-10-30 07:47:01",,"Toxic","TM1",True,"","6.1",,,,,
"100010080400","4389-45-1","2-","amino-3-methylbenzoic acid",,25,"gram","2019-10-30 07:47:01",,"Harmful","H1",False,"",,,,,,
"100010080501","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:02",,"Harmful","H1",True,"",,,,,,
"100010080502","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:02",,"Harmful","H1",True,"",,,,,,
"100010080503","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:03",,"Harmful","H1",True,"",,,,,,
"100010080504","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:03",,"Harmful","H1",True,"",,,,,,
"100010080505","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:04",,"Harmful","H1",True,"",,,,,,
"100010080507","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:04",,"Harmful","H1",True,"",,,,,,
"100010080508","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:05",,"Harmful","H1",True,"",,,,,,
"100010080509","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:05",,"Harmful","H1",True,"",,,,,,
"100010080510","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:06",,"Harmful","H1",True,"",,,,,,
"100010080511","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:06",,"Harmful","H1",True,"",,,,,,
"100010080512","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:07",,"Harmful","H1",True,"",,,,,,
"100010080513","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:07",,"Harmful","H1",True,"",,,,,,
"100010080514","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:08",,"Harmful","H1",True,"",,,,,,
"100010080515","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:08",,"Harmful","H1",True,"",,,,,,
"100010080516","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:09",,"Harmful","H1",True,"",,,,,,
"100010080517","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:09",,"Harmful","H1",True,"",,,,,,
"100010080518","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:10",,"Harmful","H1",True,"",,,,,,
"100010080519","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:10",,"Harmful","H1",True,"",,,,,,
"100010080521","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:11",,"Harmful","H1",True,"",,,,,,
"100010080522","6393-40-4","4-","amino-3-nitrobenzonitrile",,5,"gram","2019-10-30 07:47:11",,"Harmful","H1",True,"",,,,,,
"100010147400","24241-18-7","2-","amino-3,5-dibromopyrazine",,25,"gram","2019-10-30 07:47:12",,," Missing",True,"2811","6.1",,,"III",,
"100010147401","24241-18-7","2-","amino-3,5-dibromopyrazine",,25,"gram","2019-10-30 07:47:12",,," Missing",True,"2811","6.1",,,"III",,
"100010147402","24241-18-7","2-","amino-3,5-dibromopyrazine",,15,"gram","2019-10-30 07:47:13",,," Missing",True,"2811","6.1",,,"III",,
"100010147403","24241-18-7","2-","amino-3,5-dibromopyrazine",,17,"gram","2019-10-30 07:47:13",,," Missing",True,"2811","6.1",,,"III",,
"100010080600","78473-00-4","4-","amino-3,5-dichlorobenzonitrile",,25,"gram","2019-10-30 07:47:14",,"Harmful","H1",True,"",,,,,,
"100010054600","99-57-0","2-","amino-4-nitrophenol",,25,"gram","2019-10-30 07:47:14",,,"Freezer 1",True,"",,,,,,
"100010080700","101-59-7","4-","amino-4'-nitrodiphenyl sulfide",,5,"gram","2019-10-30 07:47:14",,"Harmful","H1",True,"",,,,,,
"100010080800","121-88-0","2-","amino-5-nitrophenol",,25,"gram","2019-10-30 07:47:15",,"Harmful","H1",True,"",,,,,,
"100010147500","1603-41-4","2-","amino-5-picoline",,50,"gram","2019-10-30 07:47:15",,," Missing",True,"2811","6.1",,,"II",,
"100010080900","95-24-9","2-","amino-6-chlorobenzothiazole",,5,"gram","2019-10-30 07:47:16",,"Harmful","H1",False,"",,,,,,
"100010141000","1824-81-3","2-","amino-6-picoline",,100,"gram","2019-10-30 07:47:16",,"Toxic","TM1",True,"","6.1",,,,,
"100010119900","283160-20-3","5-","amino-n-valeric acid",,5,"gram","2019-10-30 07:47:17",,"Harmful","H8",True,"",,,,,,
"100010063800","14691-88-4","4-","amino-TEMPO",,1,"gram","2019-10-30 07:47:17",,"Fridge","Door",False,"",,,,,,
"100010081000","60-09-3","4-","aminoazobenzene",,250,"milligram","2019-10-30 07:47:18",,"Harmful","H1",True,"","9",,,,,
"100010091300","150-13-0","4-","aminobenzoic acid",,100,"gram","2019-10-30 07:47:18",,"Harmful","H16",True,"",,,,,,
"100010120000","2237-30-1","3-","aminobenzonitrile",,25,"gram","2019-10-30 07:47:19",,"Harmful","H8",True,"",,,,,,
"100010120001","2237-30-1","3-","aminobenzonitrile",,25,"gram","2019-10-30 07:47:19",,"Harmful","H8",True,"",,,,,,
"100010141100","873-74-5","4-","aminobenzonitrile",,50,"gram","2019-10-30 07:47:20",,"Toxic","TM1",True,"","6.1",,,,,
"100010141101","873-74-5","4-","aminobenzonitrile",,50,"gram","2019-10-30 07:47:20",,"Toxic","TM1",True,"","6.1",,,,,
"100010032900","455-14-1","4-(","trifluoromethyl)aniline",,10,"gram","2019-10-30 07:47:21",,," Missing",False,"",,,,,,
"100010081600","60-32-2","6-","aminocaproic acid",,100,"gram","2019-10-30 07:47:21",,"Harmful","H10",False,"",,,,,,
"100010147600","123088-59-5","4-","aminocarbonylphenylboronic acid",,25,"gram","2019-10-30 07:47:22",,," Missing",True,"","6.1",,,,,
"100010081100","850568-55-7","4-(","aminomethyl)phenylboronic acid pinacol ester",,1,"gram","2019-10-30 07:47:22",,"Harmful","H1",False,"",,,,,,
"100010024100","130290-79-8","4-","aminomethyltetrahydropyran",,25,"gram","2019-10-30 07:47:23",,," Missing",True,"","8",,,,,
"100010033000","4319-49-7","N-","aminomorpholine",,25,"gram","2019-10-30 07:47:23",,"Flammable liquid","Small Box 1",True,"1993","3",,,"III",,
"100010081200","66472-86-4","3-","aminophenylboronic acid (sulfate salt)",,5,"gram","2019-10-30 07:47:24",,"Harmful","H1",True,"",,,,,,
"100010147700","70-69-9","p-","aminopropiophenone",,100,"gram","2019-10-30 07:47:24",,," Missing",True,"","6.1",,,,,
"100010147701","70-69-9","p-","aminopropiophenone",,100,"gram","2019-10-30 07:47:25",,," Missing",True,"","6.1",,,,,
"100010147702","70-69-9","p-","aminopropiophenone",,25,"gram","2019-10-30 07:47:25",,"Toxic","TS1",True,"","6.1",,,,,
"100010004600","88675-24-5","3-","aminotetrahydrofuran",,5,"gram","2019-10-30 07:47:26",,," Missing",True,"1993","3",,,"III",,
"100010068300","1193-02-8","4-","aminothiophenol",,25,"gram","2019-10-30 07:47:26",,"Fridge","Shelf 2 Box 1",True,"3263","8",,,"II",,
"100010081700","932-52-5","5-","aminouracil",,25,"gram","2019-10-30 07:47:27",,"Harmful","H10",False,"",,,,,,
"100010022800","7664-41-7","","ammonia solution",,2.5,"liter","2019-10-30 07:47:27",,"Corrosive","Base 4",True,"","8",,,"III",,
"100010002800","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:28",,," Chromatography and filtration aids",False,"",,,,,,
"100010002900","112926-00-8","","silica gel",,250,"gram","2019-10-30 07:47:28",,," Chromatography and filtration aids",False,"",,,,,,
"100010003000","112926-00-8","","silica gel",,450,"gram","2019-10-30 07:47:29",,," Chromatography and filtration aids",False,"",,,,,,
"100010003100","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:29",,," Chromatography and filtration aids",False,"",,,,,,
"100010003200","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:30",,," Chromatography and filtration aids",False,"",,,,,,
"100010003201","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:30",,," Chromatography and filtration aids",False,"",,,,,,
"100010003202","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:30",,," Chromatography and filtration aids",False,"",,,,,,
"100010003300","112926-00-8","","silica gel",,500,"gram","2019-10-30 07:47:31",,," Chromatography and filtration aids",False,"",,,,,,
"100010003301","112926-00-8","","silica gel",,500,"gram","2019-10-30 07:47:31",,," Chromatography and filtration aids",False,"",,,,,,
"100010003400","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:32",,," Chromatography and filtration aids",False,"",,,,,,
"100010003401","112926-00-8","","silica gel",,1,"kilogram","2019-10-30 07:47:32",,," Chromatography and filtration aids",False,"",,,,,,
"100010024200","12135-76-1","","ammonium sulfide solution",,100,"milliliter","2019-10-30 07:47:33",,"Corrosive","Base 1",True,"2683","8","3",,"II",,
"100010081800","60-09-3","4-","aminoazobenzene",,25,"gram","2019-10-30 07:47:33",,"Harmful","H10",True,"","9",,,,,
"100010141200","62-53-3","","aniline",,250,"milliliter","2019-10-30 07:47:34",,"Toxic","TM1",True,"1547","6.1",,,"II",,
"100010081900","123-11-5","p-","anisaldehyde",,100,"milliliter","2019-10-30 07:47:34",,"Harmful","H10",True,"",,,,,,
"100010091400","100-09-4","p-","anisic acid",,100,"gram","2019-10-30 07:47:35",,"Harmful","H16",True,"",,,,,,
"100010091401","100-09-4","p-","anisic acid",,100,"gram","2019-10-30 07:47:35",,"Harmful","H16",True,"",,,,,,
"100010141300","90-04-0","o-","anisidine",,100,"gram","2019-10-30 07:47:36",,,"Missing",True,"2431","6.1",,,"III",,
"100010141400","104-94-9","p-","anisidine",,100,"gram","2019-10-30 07:47:36",,"Toxic","TM1",True,"","6.1",,,,,
"100010141401","104-94-9","p-","anisidine",,100,"gram","2019-10-30 07:47:37",,"Toxic","TM1",True,"","6.1",,,,,
"100010033100","100-66-3","","anisole",,500,"milliliter","2019-10-30 07:47:37",,"Flammable liquid","Small Box 2",True,"2222","3",,,"III",,
"100010091500","120-12-7","","anthracene",,100,"gram","2019-10-30 07:47:38",,"Harmful","H16",True,"",,,,,,
"100010081300","642-31-9","9-","anthraldehyde",,25,"gram","2019-10-30 07:47:38",,"Harmful","H1",False,"",,,,,,
"100010081400","90-44-8","","anthrone",,25,"gram","2019-10-30 07:47:39",,"Harmful","H1",True,"",,,,,,
"100010141500","7440-36-0","","antimony",,250,"gram","2019-10-30 07:47:39",,"Toxic","TM1",True,"2871","6.1",,,"III",,
"100010003402","112926-00-8","","silica gel",,500,"gram","2019-10-30 07:47:40","2021-01-27 23:39:14.945387",," Chromatography and filtration aids",False,"",,,,,,
"100010050500","9029-44-1","","ascorbate oxidase",,440,"microgram","2019-10-30 07:47:40",,,"Freezer 1",False,"",,,,,,
"100010103303","7789-45-9","","copper (II) bromide",,50,"gram","2019-10-30 07:47:41",,"Corrosive","Dessicator",True,"3260","8",,,"III",,
"100010026400","34946-82-2","","copper (II) trifluoromethanesulfonate",,5,"gram","2019-10-30 07:47:41",,"Corrosive","Dessicator",True,"3261","8",,,"II",,
"100010026500","13450-90-3","","gallium (III) chloride",,5,"gram","2019-10-30 07:47:42",,"Corrosive","Dessicator",True,"3260","8",,,"II",,
"100010024300","17194-00-2","","barium hydroxide monohydrate",,25,"gram","2019-10-30 07:47:42",,"Corrosive","Base 1",True,"1564","8",,,"III",,
"100010033200","100-52-7","","benzaldehyde",,500,"milliliter","2019-10-30 07:47:43",,"Flammable liquid","Small Box 1",True,"1989","3",,,"III",,
"100010033201","100-52-7","","benzaldehyde",,500,"milliliter","2019-10-30 07:47:43",,," Missing",True,"1989","3",,,"III",,
"100010033202","100-52-7","","benzaldehyde",,500,"milliliter","2019-10-30 07:47:44",,," Missing",True,"1989","3",,,"III",,
"100010160200","100-52-7","","benzaldehyde",,500,"milliliter","2019-10-30 07:47:44",,," Missing",True,"1989","3",,,"III",,
"100010136100","71-43-2","","benzene",,500,"milliliter","2019-10-30 07:47:45",,"Poisons","Draw 3",True,"1114","3",,,"II",7,
"100010136200","1076-43-3","d6-","benzene",,0,"","2019-10-30 07:47:45",,"Poisons","Draw 3",True,"1114","3",,,"II",7,
"100010160300","17697-12-0","","benzeneseleninic acid anhydride",,25,"gram","2019-10-30 07:47:46",,"Toxic","TS2",True,"3283","6.1",,,"III",,
"100010013600","98-09-9","","benzenesulfonyl chloride",,100,"gram","2019-10-30 07:47:46",,"Corrosive","Acid Liquid 1",True,"2225","8",,,"III",,
"100010120100","29668-44-8","1,4-","benzodioxan-6-carboxaldehyde",,5,"gram","2019-10-30 07:47:46",,," Missing",False,"",,,,,,
"100010094300","98437-24-2","2-","benzofuranylboronic acid",,5,"gram","2019-10-30 07:47:47",,"Harmful","H2",False,"",,,,,,
"100010098800","65-85-0","","benzoic acid",,500,"gram","2019-10-30 07:47:47",,"Harmful","H22",True,"",,,,,,
"100010082000","119-61-9","","benzophenone",,100,"gram","2019-10-30 07:47:48",,"Harmful","H18",True,"",,,,,,
"100010082001","119-61-9","","benzophenone",,100,"gram","2019-10-30 07:47:48",,"Harmful","H10",True,"",,,,,,
"100010139101","106-51-4","1,4-","benzoquinone (p-benzoquinone)",,100,"gram","2019-10-30 07:47:49",,"Toxic","TM5",True,"2587","6.1",,,"II",,
"100010160500","95-16-9","","benzothiazole",,100,"milliliter","2019-10-30 07:47:49",,"Toxic","TM1",True,"2810","6.1",,,"III",,
"100010115700","98437-23-1","1-","benzothiophene-2-boronic acid",,5,"gram","2019-10-30 07:47:50",,"Harmful","H7",False,"",,,,,,
"100010100900","95-14-7","","benzotriazole",,500,"gram","2019-10-30 07:47:50",,"Harmful","H25",True,"",,,,,,
"100010147800","95-14-7","","benzotriazole",,25,"gram","2019-10-30 07:47:51",,," Missing",True,"",,,,,,
"100010013700","98-88-5","","benzoyl chloride",,500,"gram","2019-10-30 07:47:51",,"Corrosive","Acid Liquid 1",True,"1736","8",,,"II",,
"100010049800","94-36-0","","benzoyl peroxide",,100,"gram","2019-10-30 07:47:52",,,"Freezer 1",True,"3104","5.2",,,,,
"100010049801","94-36-0","","benzoyl peroxide",,100,"gram","2019-10-30 07:47:52",,,"Freezer 1",True,"3104","5.2",,,,,
"100010094400","24686-78-0","1-","benzoyl-4-piperidone",,1,"gram","2019-10-30 07:47:53",,"Harmful","H2",True,"",,,,,,
"100010094401","24686-78-0","1-","benzoyl-4-piperidone",,1,"gram","2019-10-30 07:47:53",,"Harmful","H2",True,"",,,,,,
"100010094500","1272-44-2","","benzoylferrocene",,25,"gram","2019-10-30 07:47:54",,"Harmful","H2",False,"",,,,,,
"100010094501","1272-44-2","","benzoylferrocene",,5,"gram","2019-10-30 07:47:54",,"Harmful","H2",False,"",,,,,,
"100010099000","100-51-6","","benzyl alcohol",,250,"milliliter","2019-10-30 07:47:55",,"Harmful","H22",True,"",,,,,,
"100010149500","100-39-0","","benzyl bromide",,25,"gram","2019-10-30 07:47:55",,"Toxic","TS1",True,"1737","6.1","8",,"II",,
"100010149501","100-39-0","","benzyl bromide",,100,"milliliter","2019-10-30 07:47:56",,"Toxic","TM1",True,"1737","6.1","8",,"II",,
"100010141600","140-29-4","","benzyl cyanide",,250,"gram","2019-10-30 07:47:56",,"Toxic","TM1",True,"2470","6.1",,,"III",,
"100010057000","10340-91-7","","benzyl isocyanide",,1,"gram","2019-10-30 07:47:57",,,"Freezer 1",True,"3334","9",,,,,
"100010094600","3612-20-2","1-","benzyl-4-piperidone",,100,"gram","2019-10-30 07:47:57",,"Harmful","H2",True,"",,,,,,
"100010082100","2550-26-7","","benzylacetone",,100,"gram","2019-10-30 07:47:58",,"Harmful","H10",False,"",,,,,,
"100010094700","2687-43-6","O-","benzylhydroxylamine hydrochloride",,25,"gram","2019-10-30 07:47:58",,"Harmful","H2",True,"",,,,,,
"100010054700","172222-30-9","","benzylidene-bis(tricyclohexylphosphine) dichlororuthenium (Grubbs catalyst)",,1,"gram","2019-10-30 07:47:59",,,"Freezer 1",True,"",,,,,,
"100010054701","172222-30-9","","benzylidene-bis(tricyclohexylphosphine) dichlororuthenium (Grubbs catalyst)",,5,"gram","2019-10-30 07:47:59",,,"Freezer 1",True,"",,,,,,
